Type,Name,Valid,Air,Earth,Fire,Water,Life,Magic,Ingredient 1,,Ingredient 2,,Ingredient 3,,Ingredient 4,,Ingredient 5,,Ingredient 6,,Ingredient 7,,Ingredient 8,,Ingredient 9
minecraft,golden_shovel,Yes,0,32,0,0,4,0,minecraft.stick,2,minecraft.gold_ingot,1,,,,,,,,,,,,,
minecraft,golden_sword,Yes,0,64,0,0,2,0,minecraft.stick,1,minecraft.gold_ingot,2,,,,,,,,,,,,,
minecraft,granite,Yes,0,2,0,0,0,0,util.stone,1,,,,,,,,,,,,,,,
minecraft,granite_slab,Yes,0,1,0,0,0,0,minecraft.granite,0.5,,,,,,,,,,,,,,,
minecraft,granite_stairs,Yes,0,3,0,0,0,0,minecraft.granite,1.5,,,,,,,,,,,,,,,
minecraft,granite_wall,Yes,0,2,0,0,0,0,minecraft.granite,1,,,,,,,,,,,,,,,
minecraft,grass_block,Yes,0,1,0,0,2,0,,,,,,,,,,,,,,,,,
minecraft,gravel,Yes,0,2,0,0,0,0,,,,,,,,,,,,,,,,,
minecraft,gray_banner,Yes,48,0,0,48,48,0,util.banner,1,,,,,,,,,,,,,,,
minecraft,gray_bed,Yes,24,0,0,24,36,0,util.bed,1,,,,,,,,,,,,,,,
minecraft,gray_candle,Yes,6,6,0,10,4,0,minecraft.candle,1,util.dye,1,,,,,,,,,,,,,
minecraft,gray_carpet,Yes,5.33,0,0,5.33,5.33,0,util.wool,0.67,,,,,,,,,,,,,,,
minecraft,gray_concrete,Yes,0,20,0,6,0,0,util.concrete,1,,,,,,,,,,,,,,,
minecraft,gray_concrete_powder,Yes,0,20,0,4,0,0,util.concrete_powder,1,,,,,,,,,,,,,,,
minecraft,gray_dye,Yes,0,4,0,4,0,0,util.dye,1,,,,,,,,,,,,,,,
minecraft,gray_glazed_terracotta,Yes,0,0,0,0,0,0,minecraft.terracotta,1,,,,,,,,,,,,,,,
minecraft,gray_shulker_box,Yes,16,16,0,0,40,16,minecraft.shulker_box,1,,,,,,,,,,,,,,,
minecraft,gray_stained_glass,Yes,0,2,0,0,0,0,minecraft.glass,1,,,,,,,,,,,,,,,
minecraft,gray_stained_glass_pane,Yes,0,0.75,0,0,0,0,minecraft.glass_pane,1,,,,,,,,,,,,,,,
minecraft,gray_terracotta,Yes,0,2,0,0,0,0,,,,,,,,,,,,,,,,,
minecraft,gray_wool,Yes,8,0,0,8,8,0,util.wool,1,,,,,,,,,,,,,,,
minecraft,green_banner,Yes,48,0,0,48,48,0,util.banner,1,,,,,,,,,,,,,,,
minecraft,green_bed,Yes,24,0,0,24,36,0,util.bed,1,,,,,,,,,,,,,,,
minecraft,green_candle,Yes,6,6,0,10,4,0,minecraft.candle,1,util.dye,1,,,,,,,,,,,,,
minecraft,green_carpet,Yes,5.33,0,0,5.33,5.33,0,util.wool,0.67,,,,,,,,,,,,,,,
minecraft,green_concrete,Yes,0,20,0,6,0,0,util.concrete,1,,,,,,,,,,,,,,,
minecraft,green_concrete_powder,Yes,0,20,0,4,0,0,util.concrete_powder,1,,,,,,,,,,,,,,,
minecraft,green_dye,Yes,0,4,0,4,0,0,util.dye,1,,,,,,,,,,,,,,,
minecraft,green_glazed_terracotta,Yes,0,0,0,0,0,0,minecraft.terracotta,1,,,,,,,,,,,,,,,
minecraft,green_shulker_box,Yes,16,16,0,0,40,16,minecraft.shulker_box,1,,,,,,,,,,,,,,,
minecraft,green_stained_glass,Yes,0,2,0,0,0,0,minecraft.glass,1,,,,,,,,,,,,,,,
minecraft,green_stained_glass_pane,Yes,0,0.75,0,0,0,0,minecraft.glass_pane,1,,,,,,,,,,,,,,,
minecraft,green_terracotta,Yes,0,0,0,0,0,0,minecraft.terracotta,1,,,,,,,,,,,,,,,
minecraft,green_wool,Yes,8,0,0,8,8,0,util.wool,1,,,,,,,,,,,,,,,
minecraft,grindstone,Yes,0,1,0,0,12,0,minecraft.stick,2,minecraft.stone_slab,1,util.planks,2,,,,,,,,,,,
minecraft,gunpowder,Yes,4,8,8,0,0,0,,,,,,,,,,,,,,,,,
minecraft,guster_banner_pattern,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,guster_pottery_sherd,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,hanging_roots,Yes,0,0,0,2,2,0,util.flower,1,,,,,,,,,,,,,,,
util,hanging_sign,No,0,6.5185,0,0,16,0,minecraft.chain,0.33,util.log,1,,,,,,,,,,,,,
minecraft,hay_bale,Yes,36,36,0,36,36,0,minecraft.wheat,9,,,,,,,,,,,,,,,
util,head,No,0,0,0,0,4,4,,,,,,,,,,,,,,,,,
minecraft,heart_of_the_sea,Yes,0,0,0,128,0,64,,,,,,,,,,,,,,,,,
minecraft,heart_pottery_sherd,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,heartbreak_pottery_sherd,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,heavy_weighted_pressure_plate,Yes,0,32,0,0,0,0,minecraft.iron_ingot,2,,,,,,,,,,,,,,,
minecraft,honey_block,Yes,24,0,0,16,8,0,minecraft.honey_bottle,4,,,,,,,,,,,,,,,
minecraft,honey_bottle,Yes,6,0,0,4,2,0,,,,,,,,,,,,,,,,,
minecraft,honeycomb,Yes,4,2,0,4,2,0,,,,,,,,,,,,,,,,,
minecraft,honeycomb_block,Yes,16,8,0,16,8,0,minecraft.honeycomb,4,,,,,,,,,,,,,,,
minecraft,hopper,Yes,0,80,0,0,32,0,minecraft.iron_ingot,5,minecraft.chest,1,,,,,,,,,,,,,
minecraft,hopper_minecart,Yes,0,160,0,0,32,0,minecraft.minecart,1,minecraft.hopper,1,,,,,,,,,,,,,
minecraft,horn_coral,Yes,0,2,0,4,2,0,util.coral,1,,,,,,,,,,,,,,,
minecraft,horn_coral_block,Yes,0,4,0,8,4,0,util.coral_block,1,,,,,,,,,,,,,,,
minecraft,horn_coral_fan,Yes,0,2,0,4,2,0,util.coral_fan,1,,,,,,,,,,,,,,,
minecraft,host_armor_trim,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,howl_pottery_sherd,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,ice,Yes,2,0,0,2,0,0,,,,,,,,,,,,,,,,,
minecraft,infested_chiseled_stone_bricks,Yes,0,2,0,0,0,0,minecraft.chiseled_stone_bricks,1,,,,,,,,,,,,,,,
minecraft,infested_cobblestone,Yes,0,2,0,0,0,0,minecraft.cobblestone,1,,,,,,,,,,,,,,,
minecraft,infested_cracked_stone_bricks,Yes,0,2,0,0,0,0,minecraft.cracked_stone_bricks,1,,,,,,,,,,,,,,,
minecraft,infested_deepslate,Yes,0,2,0,0,0,0,minecraft.deepslate,1,,,,,,,,,,,,,,,
minecraft,infested_mossy_stone_bricks,Yes,4,2,0,2,4,0,minecraft.mossy_stone_bricks,1,,,,,,,,,,,,,,,
minecraft,infested_stone,Yes,0,2,0,0,0,0,minecraft.stone,1,,,,,,,,,,,,,,,
minecraft,infested_stone_bricks,Yes,0,2,0,0,0,0,minecraft.stone_bricks,1,,,,,,,,,,,,,,,
minecraft,ink_sac,Yes,0,2,0,4,2,0,,,,,,,,,,,,,,,,,
minecraft,iron_axe,Yes,0,48,0,0,4,0,minecraft.stick,2,minecraft.iron_ingot,3,,,,,,,,,,,,,
minecraft,iron_bars,Yes,0,6,0,0,0,0,minecraft.iron_ingot,0.375,,,,,,,,,,,,,,,
minecraft,iron_block,Yes,0,144,0,0,0,0,minecraft.iron_ingot,9,,,,,,,,,,,,,,,
minecraft,iron_boots,Yes,0,64,0,0,0,0,minecraft.iron_ingot,4,,,,,,,,,,,,,,,
minecraft,iron_chestplate,Yes,0,128,0,0,0,0,minecraft.iron_ingot,8,,,,,,,,,,,,,,,
minecraft,iron_door,Yes,0,32,0,0,0,0,minecraft.iron_ingot,2,,,,,,,,,,,,,,,
minecraft,iron_helmet,Yes,0,80,0,0,0,0,minecraft.iron_ingot,5,,,,,,,,,,,,,,,
minecraft,iron_hoe,Yes,0,32,0,0,4,0,minecraft.stick,2,minecraft.iron_ingot,2,,,,,,,,,,,,,
minecraft,iron_horse_armor,Yes,0,160,0,0,0,0,,,,,,,,,,,,,,,,,
minecraft,iron_ingot,Yes,0,16,0,0,0,0,,,,,,,,,,,,,,,,,
minecraft,iron_leggings,Yes,0,112,0,0,0,0,minecraft.iron_ingot,7,,,,,,,,,,,,,,,
minecraft,iron_nugget,Yes,0,1.78,0,0,0,0,minecraft.iron_ingot,0.1111,,,,,,,,,,,,,,,
minecraft,iron_ore,Yes,0,18,0,0,0,0,minecraft.raw_iron,1,minecraft.stone,1,,,,,,,,,,,,,
minecraft,iron_pickaxe,Yes,0,48,0,0,4,0,minecraft.stick,2,minecraft.iron_ingot,3,,,,,,,,,,,,,
minecraft,iron_shovel,Yes,0,16,0,0,4,0,minecraft.stick,2,minecraft.iron_ingot,1,,,,,,,,,,,,,
minecraft,iron_sword,Yes,0,32,0,0,2,0,minecraft.stick,1,minecraft.iron_ingot,2,,,,,,,,,,,,,
minecraft,iron_trapdoor,Yes,0,48,0,0,0,0,minecraft.iron_ingot,3,,,,,,,,,,,,,,,
minecraft,item_frame,Yes,0,4,0,0,20,0,minecraft.stick,8,minecraft.leather,1,,,,,,,,,,,,,
minecraft,jack_o_lantern,Yes,0,4,4,4,6,0,minecraft.carved_pumpkin,1,minecraft.torch,1,,,,,,,,,,,,,
minecraft,jigsaw_block,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,jukebox,Yes,16,64,0,0,32,0,util.planks,8,minecraft.diamond,1,,,,,,,,,,,,,
minecraft,jungle_boat,Yes,0,0,0,0,20,0,util.boat,1,,,,,,,,,,,,,,,
minecraft,jungle_button,Yes,0,0,0,0,4,0,util.planks,1,,,,,,,,,,,,,,,
minecraft,jungle_chest_boat,Yes,0,0,0,0,52,0,util.chest_boat,1,,,,,,,,,,,,,,,
minecraft,jungle_door,Yes,0,0,0,0,8,0,util.wooden_door,1,,,,,,,,,,,,,,,
minecraft,jungle_fence,Yes,0,0,0,0,8.33,0,util.fence,1,,,,,,,,,,,,,,,
minecraft,jungle_fence_gate,Yes,0,0,0,0,16,0,util.fence_gate,1,,,,,,,,,,,,,,,
minecraft,jungle_hanging_sign,Yes,0,6.52,0,0,16,0,util.hanging_sign,1,,,,,,,,,,,,,,,
minecraft,jungle_leaves,Yes,2,0,0,1,2,0,util.leaves,1,,,,,,,,,,,,,,,
minecraft,jungle_log,Yes,0,0,0,0,16,0,util.log,1,,,,,,,,,,,,,,,
minecraft,jungle_planks,Yes,0,0,0,0,4,0,util.planks,1,,,,,,,,,,,,,,,
minecraft,jungle_pressure_plate,Yes,0,0,0,0,8,0,util.wooden_pressure_plate,1,,,,,,,,,,,,,,,
minecraft,jungle_sapling,Yes,0,0,0,2,2,0,util.sapling,1,,,,,,,,,,,,,,,
minecraft,jungle_sign,Yes,0,0,0,0,8.67,0,util.sign,1,,,,,,,,,,,,,,,
minecraft,jungle_slab,Yes,0,0,0,0,2,0,util.wooden_slab,1,,,,,,,,,,,,,,,
minecraft,jungle_stairs,Yes,0,0,0,0,6,0,util.wooden_stairs,1,,,,,,,,,,,,,,,
minecraft,jungle_trapdoor,Yes,0,0,0,0,12,0,util.wooden_trapdoor,1,,,,,,,,,,,,,,,
minecraft,jungle_wood,Yes,0,0,0,0,16,0,util.log,1,,,,,,,,,,,,,,,
minecraft,kelp,Yes,0,1,0,2,1,0,,,,,,,,,,,,,,,,,
minecraft,knowledge_book,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,ladder,Yes,0,0,0,0,14,0,minecraft.stick,7,,,,,,,,,,,,,,,
minecraft,lantern,Yes,0,18.22,4,0,2,0,minecraft.iron_nugget,8,minecraft.torch,1,,,,,,,,,,,,,
minecraft,lapis_lazuli,Yes,0,16,0,8,0,8,,,,,,,,,,,,,,,,,
minecraft,lapis_lazuli_block,Yes,0,144,0,72,0,72,minecraft.lapis_lazuli,9,,,,,,,,,,,,,,,
minecraft,lapis_lazuli_ore,Yes,0,18,0,8,0,8,minecraft.lapis_lazuli,1,minecraft.stone,1,,,,,,,,,,,,,
minecraft,large_amethyst_bud,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,large_fern,Yes,0,0,0,4,4,0,util.flower,2,,,,,,,,,,,,,,,
util,lava,No,0,8,8,0,0,0,,,,,,,,,,,,,,,,,
minecraft,lava,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,lava_bucket,Yes,0,56,8,0,0,0,minecraft.bucket,1,util.lava,1,,,,,,,,,,,,,
minecraft,lead,Yes,12,4,0,12,8,4,minecraft.string,4,minecraft.slimeball,1,,,,,,,,,,,,,
minecraft,leaf_litter,Yes,0,0,0,2,2,0,util.flower,1,,,,,,,,,,,,,,,
minecraft,leather,Yes,0,4,0,0,4,0,,,,,,,,,,,,,,,,,
minecraft,leather_boots,Yes,0,16,0,0,16,0,minecraft.leather,4,,,,,,,,,,,,,,,
minecraft,leather_cap,Yes,0,20,0,0,20,0,minecraft.leather,5,,,,,,,,,,,,,,,
minecraft,leather_horse_armor,Yes,0,40,0,0,40,0,,,,,,,,,,,,,,,,,
minecraft,leather_pants,Yes,0,28,0,0,28,0,minecraft.leather,7,,,,,,,,,,,,,,,
minecraft,leather_tunic,Yes,0,32,0,0,32,0,minecraft.leather,8,,,,,,,,,,,,,,,
util,leaves,No,2,0,0,1,2,0,,,,,,,,,,,,,,,,,
minecraft,lectern,Yes,0,30,0,18,44,0,util.wooden_slab,4,minecraft.bookshelf,1,,,,,,,,,,,,,
minecraft,lever,Yes,0,2,0,0,2,0,minecraft.stick,1,minecraft.cobblestone,1,,,,,,,,,,,,,
minecraft,light_blue_banner,Yes,48,0,0,48,48,0,util.banner,1,,,,,,,,,,,,,,,
minecraft,light_blue_bed,Yes,24,0,0,24,36,0,util.bed,1,,,,,,,,,,,,,,,
minecraft,light_blue_candle,Yes,6,6,0,10,4,0,minecraft.candle,1,util.dye,1,,,,,,,,,,,,,
minecraft,light_blue_carpet,Yes,5.33,0,0,5.33,5.33,0,util.wool,0.67,,,,,,,,,,,,,,,
minecraft,light_blue_concrete,Yes,0,20,0,6,0,0,util.concrete,1,,,,,,,,,,,,,,,
minecraft,light_blue_concrete_powder,Yes,0,20,0,4,0,0,util.concrete_powder,1,,,,,,,,,,,,,,,
minecraft,light_blue_dye,Yes,0,4,0,4,0,0,util.dye,1,,,,,,,,,,,,,,,
minecraft,light_blue_glazed_terracotta,Yes,0,0,0,0,0,0,minecraft.terracotta,1,,,,,,,,,,,,,,,
minecraft,light_blue_shulker_box,Yes,16,16,0,0,40,16,minecraft.shulker_box,1,,,,,,,,,,,,,,,
minecraft,light_blue_stained_glass,Yes,0,2,0,0,0,0,minecraft.glass,1,,,,,,,,,,,,,,,
minecraft,light_blue_stained_glass_pane,Yes,0,0.75,0,0,0,0,minecraft.glass_pane,1,,,,,,,,,,,,,,,
minecraft,light_blue_terracotta,Yes,0,0,0,0,0,0,minecraft.terracotta,1,,,,,,,,,,,,,,,
minecraft,light_blue_wool,Yes,8,0,0,8,8,0,util.wool,1,,,,,,,,,,,,,,,
minecraft,light_gray_banner,Yes,48,0,0,48,48,0,util.banner,1,,,,,,,,,,,,,,,
minecraft,light_gray_bed,Yes,24,0,0,24,36,0,util.bed,1,,,,,,,,,,,,,,,
minecraft,light_gray_candle,Yes,6,6,0,10,4,0,minecraft.candle,1,util.dye,1,,,,,,,,,,,,,
minecraft,light_gray_carpet,Yes,5.33,0,0,5.33,5.33,0,util.wool,0.67,,,,,,,,,,,,,,,
minecraft,light_gray_concrete,Yes,0,20,0,6,0,0,util.concrete,1,,,,,,,,,,,,,,,
minecraft,light_gray_concrete_powder,Yes,0,20,0,4,0,0,util.concrete_powder,1,,,,,,,,,,,,,,,
minecraft,light_gray_dye,Yes,0,4,0,4,0,0,util.dye,1,,,,,,,,,,,,,,,
minecraft,light_gray_glazed_terracotta,Yes,0,0,0,0,0,0,minecraft.terracotta,1,,,,,,,,,,,,,,,
minecraft,light_gray_shulker_box,Yes,16,16,0,0,40,16,minecraft.shulker_box,1,,,,,,,,,,,,,,,
minecraft,light_gray_stained_glass,Yes,0,2,0,0,0,0,minecraft.glass,1,,,,,,,,,,,,,,,
minecraft,light_gray_stained_glass_pane,Yes,0,0.75,0,0,0,0,minecraft.glass_pane,1,,,,,,,,,,,,,,,
minecraft,light_gray_terracotta,Yes,0,0,0,0,0,0,minecraft.terracotta,1,,,,,,,,,,,,,,,
minecraft,light_gray_wool,Yes,8,0,0,8,8,0,util.wool,1,,,,,,,,,,,,,,,
minecraft,light_weighted_pressure_plate,Yes,0,64,0,0,0,0,minecraft.gold_ingot,2,,,,,,,,,,,,,,,
minecraft,lightning_rod,Yes,0,48,0,0,0,0,minecraft.copper_ingot,3,,,,,,,,,,,,,,,
minecraft,lilac,Yes,0,0,0,2,2,0,util.flower,1,,,,,,,,,,,,,,,
minecraft,lily_of_the_valley,Yes,0,0,0,2,2,0,util.flower,1,,,,,,,,,,,,,,,
minecraft,lily_pad,Yes,0,0,0,2,2,0,util.flower,1,,,,,,,,,,,,,,,
minecraft,lime_banner,Yes,48,0,0,48,48,0,util.banner,1,,,,,,,,,,,,,,,
minecraft,lime_bed,Yes,24,0,0,24,36,0,util.bed,1,,,,,,,,,,,,,,,
minecraft,lime_candle,Yes,6,6,0,10,4,0,minecraft.candle,1,util.dye,1,,,,,,,,,,,,,
minecraft,lime_carpet,Yes,5.33,0,0,5.33,5.33,0,util.wool,0.67,,,,,,,,,,,,,,,
minecraft,lime_concrete,Yes,0,20,0,6,0,0,util.concrete,1,,,,,,,,,,,,,,,
minecraft,lime_concrete_powder,Yes,0,20,0,4,0,0,util.concrete_powder,1,,,,,,,,,,,,,,,
minecraft,lime_dye,Yes,0,4,0,4,0,0,util.dye,1,,,,,,,,,,,,,,,
minecraft,lime_glazed_terracotta,Yes,0,0,0,0,0,0,minecraft.terracotta,1,,,,,,,,,,,,,,,
minecraft,lime_shulker_box,Yes,16,16,0,0,40,16,minecraft.shulker_box,1,,,,,,,,,,,,,,,
minecraft,lime_stained_glass,Yes,0,2,0,0,0,0,minecraft.glass,1,,,,,,,,,,,,,,,
minecraft,lime_stained_glass_pane,Yes,0,0.75,0,0,0,0,minecraft.glass_pane,1,,,,,,,,,,,,,,,
minecraft,lime_terracotta,Yes,0,0,0,0,0,0,minecraft.terracotta,1,,,,,,,,,,,,,,,
minecraft,lime_wool,Yes,8,0,0,8,8,0,util.wool,1,,,,,,,,,,,,,,,
minecraft,lingering_potion,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,lodestone,Yes,0,32,0,0,0,0,minecraft.chiseled_stone_bricks,8,minecraft.iron_ingot,1,,,,,,,,,,,,,
util,log,No,0,0,0,0,16,0,,,,,,,,,,,,,,,,,
minecraft,loom,Yes,4,0,0,4,12,0,minecraft.string,2,util.planks,2,,,,,,,,,,,,,
minecraft,magenta_banner,Yes,48,0,0,48,48,0,util.banner,1,,,,,,,,,,,,,,,
minecraft,magenta_bed,Yes,24,0,0,24,36,0,util.bed,1,,,,,,,,,,,,,,,
minecraft,magenta_candle,Yes,6,6,0,10,4,0,minecraft.candle,1,util.dye,1,,,,,,,,,,,,,
minecraft,magenta_carpet,Yes,5.33,0,0,5.33,5.33,0,util.wool,0.67,,,,,,,,,,,,,,,
minecraft,magenta_concrete,Yes,0,20,0,6,0,0,util.concrete,1,,,,,,,,,,,,,,,
minecraft,magenta_dye,Yes,0,4,0,4,0,0,util.dye,1,,,,,,,,,,,,,,,
minecraft,magenta_glazed_terrracotta,Yes,0,0,0,0,0,0,minecraft.terracotta,1,,,,,,,,,,,,,,,
minecraft,magenta_shulker_box,Yes,16,16,0,0,40,16,minecraft.shulker_box,1,,,,,,,,,,,,,,,
minecraft,magenta_stained_glass,Yes,0,2,0,0,0,0,minecraft.glass,1,,,,,,,,,,,,,,,
minecraft,magenta_stained_glass_pane,Yes,0,0.75,0,0,0,0,minecraft.glass_pane,1,,,,,,,,,,,,,,,
minecraft,magenta_terracotta,Yes,0,0,0,0,0,0,minecraft.terracotta,1,,,,,,,,,,,,,,,
minecraft,magenta_wool,Yes,8,0,0,8,8,0,util.wool,1,,,,,,,,,,,,,,,
minecraft,magma_block,Yes,0,4,8,0,4,8,minecraft.magma_cream,1,,,,,,,,,,,,,,,
minecraft,magma_cream,Yes,0,4,8,0,4,8,,,,,,,,,,,,,,,,,
minecraft,mangeta_concrete_powder,Yes,0,20,0,4,0,0,util.concrete_powder,1,,,,,,,,,,,,,,,
minecraft,mangrove_boat,Yes,0,0,0,0,20,0,util.boat,1,,,,,,,,,,,,,,,
minecraft,mangrove_button,Yes,0,0,0,0,4,0,util.planks,1,,,,,,,,,,,,,,,
minecraft,mangrove_chest_boat,Yes,0,0,0,0,52,0,util.chest_boat,1,,,,,,,,,,,,,,,
minecraft,mangrove_door,Yes,0,0,0,0,8,0,util.wooden_door,1,,,,,,,,,,,,,,,
minecraft,mangrove_fence,Yes,0,0,0,0,8.33,0,util.fence,1,,,,,,,,,,,,,,,
minecraft,mangrove_fence_gate,Yes,0,0,0,0,16,0,util.fence_gate,1,,,,,,,,,,,,,,,
minecraft,mangrove_hanging_sign,Yes,0,6.52,0,0,16,0,util.hanging_sign,1,,,,,,,,,,,,,,,
minecraft,mangrove_leaves,Yes,2,0,0,1,2,0,util.leaves,1,,,,,,,,,,,,,,,
minecraft,mangrove_log,Yes,0,0,0,0,16,0,util.log,1,,,,,,,,,,,,,,,
minecraft,mangrove_planks,Yes,0,0,0,2,2,0,util.sapling,1,,,,,,,,,,,,,,,
minecraft,mangrove_pressure_plate,Yes,0,0,0,0,4,0,util.planks,1,,,,,,,,,,,,,,,
minecraft,mangrove_propagule,Yes,0,0,0,0,8,0,util.wooden_pressure_plate,1,,,,,,,,,,,,,,,
minecraft,mangrove_roots,Yes,0,0,0,2,2,0,util.flower,1,,,,,,,,,,,,,,,
minecraft,mangrove_sign,Yes,0,0,0,0,8.67,0,util.sign,1,,,,,,,,,,,,,,,
minecraft,mangrove_slab,Yes,0,0,0,0,2,0,util.wooden_slab,1,,,,,,,,,,,,,,,
minecraft,mangrove_stairs,Yes,0,0,0,0,6,0,util.wooden_stairs,1,,,,,,,,,,,,,,,
minecraft,mangrove_trapdoor,Yes,0,0,0,0,12,0,util.wooden_trapdoor,1,,,,,,,,,,,,,,,
minecraft,mangrove_wood,Yes,0,0,0,0,16,0,util.log,1,,,,,,,,,,,,,,,
minecraft,map,Yes,0,88,8,16,0,8,minecraft.paper,8,minecraft.compass,1,,,,,,,,,,,,,
minecraft,medium_amethyst_bud,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,melon,Yes,0,2,0,4,2,0,,,,,,,,,,,,,,,,,
minecraft,melon_seeds,Yes,0,2,0,2,2,0,util.seeds,1,,,,,,,,,,,,,,,
minecraft,melon_slice,Yes,0,4,0,4,1,0,,,,,,,,,,,,,,,,,
minecraft,melon_stem,Yes,0,0,0,2,2,0,util.flower,1,,,,,,,,,,,,,,,
util,milk,No,0,0,0,4,4,0,,,,,,,,,,,,,,,,,
minecraft,milk_bucket,Yes,0,48,0,4,4,0,minecraft.bucket,1,util.milk,1,,,,,,,,,,,,,
minecraft,minecart,Yes,0,80,0,0,0,0,minecraft.iron_ingot,5,,,,,,,,,,,,,,,
minecraft,miner_pottery_sherd,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,monster_spawner,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,moss_block,Yes,4,0,0,2,4,0,util.leaves,2,,,,,,,,,,,,,,,
minecraft,moss_carpet,Yes,2.67,0,0,1.33,2.67,0,minecraft.moss_block,0.67,,,,,,,,,,,,,,,
minecraft,mossy_cobblestone,Yes,4,2,0,2,4,0,minecraft.cobblestone,1,minecraft.moss_block,1,,,,,,,,,,,,,
minecraft,mossy_cobblestone_slab,Yes,2,1,0,1,2,0,minecraft.mossy_cobblestone,0.5,,,,,,,,,,,,,,,
minecraft,mossy_cobblestone_stairs,Yes,6,3,0,3,6,0,minecraft.mossy_cobblestone,1.5,,,,,,,,,,,,,,,
minecraft,mossy_cobblestone_wall,Yes,4,2,0,2,4,0,minecraft.mossy_cobblestone,1,,,,,,,,,,,,,,,
minecraft,mossy_stone_bricks,Yes,4,2,0,2,4,0,minecraft.stone_bricks,1,minecraft.moss_block,1,,,,,,,,,,,,,
minecraft,mossy_stone_bricks_slab,Yes,2,1,0,1,2,0,minecraft.mossy_stone_bricks,0.5,,,,,,,,,,,,,,,
minecraft,mossy_stone_bricks_stairs,Yes,6,3,0,3,6,0,minecraft.mossy_stone_bricks,1.5,,,,,,,,,,,,,,,
minecraft,mossy_stone_bricks_wall,Yes,4,2,0,2,4,0,minecraft.mossy_stone_bricks,1,,,,,,,,,,,,,,,
minecraft,mourner_pottery_sherd,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,mud,Yes,0,1,0,2,1,0,util.dirt,1,util.water,1,,,,,,,,,,,,,
minecraft,mud_brick_slab,Yes,2,2.5,0,3,2.5,0,minecraft.mud_bricks,0.5,,,,,,,,,,,,,,,
minecraft,mud_brick_stairs,Yes,6,7.5,0,9,7.5,0,minecraft.mud_bricks,1.5,,,,,,,,,,,,,,,
minecraft,mud_brick_wall,Yes,4,5,0,6,5,0,minecraft.mud_bricks,1,,,,,,,,,,,,,,,
minecraft,mud_bricks,Yes,4,5,0,6,5,0,minecraft.packed_mud,1,,,,,,,,,,,,,,,
minecraft,muddy_mangrove_roots,Yes,0,1,0,4,3,0,minecraft.mud,1,minecraft.mangrove_roots,1,,,,,,,,,,,,,
util,mushroom,No,0,2,0,0,2,0,,,,,,,,,,,,,,,,,
minecraft,mushroom_stem,Yes,0,8,0,0,8,0,util.mushroom,4,,,,,,,,,,,,,,,
minecraft,mushroom_stew,Yes,0,4,0,0,16,0,util.mushroom,2,minecraft.bowl,1,,,,,,,,,,,,,
minecraft,music_disc_11,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,music_disc_13,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,music_disc_5,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,music_disc_blocks,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,music_disc_cat,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,music_disc_chirp,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,music_disc_creator,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,music_disc_creator_music_box,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,music_disc_far,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,music_disc_mall,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,music_disc_mellohi,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,music_disc_otherside,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,music_disc_pigstep,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,music_disc_precipice,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,music_disc_relic,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,music_disc_stal,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,music_disc_strad,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,music_disc_wait,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
